lyrics,tags,num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,sentiment,title,f_k_grade,artist,difficult_words,num_dupes
"I, I got a new life
You would hardly recognize me
I'm so glad
How can a person like me care for you?

I, why do I bother
When you're not the one for me?
(Ooh)
Is enough enough?

I saw the sign
And it opened up my eyes, I saw the sign
Life is demanding without understanding

I saw the sign
And it opened up my eyes, I saw the sign
No one's gonna drag you up
To get into the light where you belong
(But where do you belong?)

I, under the pale moon
For so many years I wondered
Who you are
How could a person like you bring me joy?

Under the pale moon
Where I see a lot of stars
(Ooh)
Is enough enough?

I saw the sign
And it opened up my eyes, I saw the sign
Life is demanding without understanding

I saw the sign
And it opened up my eyes, I saw the sign
No one's gonna drag you up
To get into the light where you belong
(But where do you belong?)

Oh, oh oh

I saw the sign
And it opened up my mind
And I am happy now living without you
I've left you, oh, oh oh oh

I saw the sign
And it opened up my eyes, I saw the sign
No one's gonna drag you up
To get into the light where you belong

(I saw the sign, I saw the sign)
I saw the sign
(I saw the sign, I saw the sign)

(I saw the sign, I saw the sign)
I saw the sign
And it opened up my eyes, I saw the sign","['adult contemporary', 'dance-pop', 'electronic', 'eurodance', 'european', 'europop', 'pop', 'pop reggae', 'swedish']",320.4,1,1994,4.4,107.69,279,45,"{'neg': 0.07100000000000001, 'neu': 0.872, 'pos': 0.057, 'compound': 0.4984}",The Sign,-0.30000000000000004,Ace Of Base,12,33
"Close your eyes, make a wish
And blow out the candlelight
For tonight is just your night
We're gonna celebrate all through the night

Pour the wine, light the fire
Girl, your wish is my command
I submit to your demands
I will do anything, girl you need only ask

I'll make love to you
Like you want me to
And I'll hold you tight
Baby, all through the night

I'll make love to you
When you want me to
And I will not let go
Till you tell me to

Girl relax, let's go slow
I ain't got nowhere to go
I'm just gon' concentrate on you
Girl, are you ready? It's gon' be a long night

Throw your clothes (throw your clothes) on the floor (on the floor)
I'm gonna take my clothes off too
I've made plans to be with you
Girl, whatever you ask me, you know I can do

I'll make love to you
Like you want me to
And I'll hold you tight
Baby, all through the night

I'll make love to you
When you want me to
And I will not let go
Till you tell me to

Baby, tonight is your night
And I will do you right
Just make a wish on your night
Anything that you ask
I will give you the love of your life
Your life, your life

I'll make love to you
Like you want me to
And I'll hold you tight
Baby, all through the night

I'll make love to you (I'll make love)
When you want me to
And I will not let go
Till you tell me to

I'll make love to you (I'll make love)
Like you want me to
And I'll hold you tight (hold you tight)
Baby, all through the night

I'll make love to you (I'll make love)
When you want me to
And I will not let go
Till you tell me to","['contemporary r&b', 'new jack swing', 'pop', 'pop soul', 'smooth soul', 'soul', 'soul and reggae']",359.1,3,1994,4.0,108.7,324,55,"{'neg': 0.007, 'neu': 0.784, 'pos': 0.209, 'compound': 0.9966}",I'll Make Love To You,-0.7000000000000001,Boyz II Men,14,34
"The whispers in the morning
Of lovers sleeping tight
Are rolling by like thunder now
As I look in your eyes

I hold on to your body
And feel each move you make
Your voice is warm and tender
A love that I could not forsake

'Cause I'm your lady
And you are my man
Whenever you reach for me
I'll do all that I can

Lost is how I'm feeling
Lying in your arms
When the world outside's too much to take
That all ends when I'm with you

Even though there may be times
It seems I'm far away
Never wonder where I am
'Cause I am always by your side

'Cause I'm your lady
And you are my man
Whenever you reach for me
I'll do all that I can

We're heading for something
Somewhere I've never been
Sometimes I am frightened but I'm ready to learn
Of the power of love

The sound of your heart beating
Made it clear suddenly
The feeling that I can't go on
Is light years away

'Cause I'm your lady
And you are my man
Whenever you reach for me
I'm gonna do all that I can

We're heading for something
Somewhere I've never been
Sometimes I am frightened but I'm ready to learn
Of the power of love

The power of love
The power of love
Sometimes I am frightened but I'm ready to learn
Of the power of love

The power of love
Ooohooo, ooohooo
'Cause I'm ready to learn
Of the power of love","['adult contemporary', 'canadian', 'christmas music', 'classic pop and rock', 'dance-pop', 'eurovision', 'eyes on me', 'french', 'french pop', 'pop']",325.8,4,1994,4.0,91.78,257,47,"{'neg': 0.058, 'neu': 0.713, 'pos': 0.229, 'compound': 0.9946}",The Power Of Love,1.7000000000000002,Celine Dion,27,26
"There's a hero
If you look inside your heart
You don't have to be afraid of what you are
There's an answer
If you reach into your soul
And the sorrow that you know will melt away

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive

So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

It's a long road
When you face the world alone
No one reaches out a hand for you to hold
You can find love
If you search within yourself
And the emptiness you felt will disappear

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive

So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

Oh oh

Lord knows, dreams are hard to follow
But don't let anyone tear them away
Hold on, there will be tomorrow
In time you'll find the way

And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive

So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you
That a hero lies in you
That a hero lies in you","['american', 'girl', 'pop', 'pop and chart', 'rnb', 'whistle register']",311.4,5,1994,4.4,99.23,263,42,"{'neg': 0.109, 'neu': 0.628, 'pos': 0.263, 'compound': 0.9943000000000001}",Hero,0.9,Mariah Carey,16,26
"You say
I only hear what I want to
You say
I talk so all the time
So

And I thought what I felt was simple
And I thought that I don't belong
And now that I am leavin'
Now I know that I did somethin' wrong 'cause I missed you
Yeah, yeah I missed you

And you say
I only hear what I want to, I don't listen hard
Don't pay attention to the distance that you're runnin'
To anyone, anywhere, I
Don't understand if you really care, I'm only hearing negative 
No, no, no (bad)

So I, I turn the radio on, I turn the radio up
And this woman was singin' my song
Lovers in love and the others run away
Lover is crying 'cause the other won't stay
Some of us hover while we're waiting for the other who was dyin' since the day they were born, well
Well, this is not that, think that I'm throwin' but I'm thrown

And I thought I'd live forever
But now I'm not so sure
You try to tell me that I'm clever
That won't take me anyhow
Or anywhere 
With you

You said that I was naive, and (naive...)
I thought that I was strong, oh
I thought, ""hey, I can leave, I can leave"", oh (leave...)
But now I know that I was wrong, 'cause I missed you
Yeah... I miss you

You said, ""You caught me 'cause you want me"" and one day you let me go
You try to keep away a keeper or keep me 'cause you know you're just so 
Scared to lose

And you say
""Stay""

You say
I only hear what I want to",['classic pop and rock'],325.8,6,1994,5.2,97.2,283,33,"{'neg': 0.134, 'neu': 0.757, 'pos': 0.109, 'compound': -0.8814000000000001}",Stay,1.7000000000000002,Lisa Loeb,23,11
"(Chorus)

If I never feel you in my arms again
If I never feel your tender kiss again
If I never hear ""I love you"" now and then
Will I never make love to you once again?
Please understand... if love ends
Then I promise you, I promise you that
That I shall never breathe again
(Breathe again, breathe again)
That I shall never breathe again

And I can't stop thinking about
About the way things used to be
And I can't stop thinking about
About the love that you made to me
And I can't get you out of my head
How in the world will I begin
To let you walk right out my life
And blow my heart away?
And I can't stop caring about
About the apple of my eye
And I can't stop doing without
Without the center of my life
And I can't get you out of my head
And I know I can't pretend
That I won't die if you decide
You won't see me again

(Chorus)

And I can't stop thinking about
About the way my life would be
No, I can't stop thinking about
How could you love me then leave?
And I can't get you out of my mind
God knows how hard I've tried
And if you walk right out my life
God knows I'd surely die
And I can't stop doing without
Without the wailing of my heart
No, I can't stop doing without
For I would surely fall apart
And I can't get you out of my mind
And I know I can't deny it
And I would die if you decide
You won't see me again

(Chorus)","['hip hop rnb and dance hall', 'pop', 'r&b']",324.9,7,1994,4.4,99.23,281,41,"{'neg': 0.085, 'neu': 0.752, 'pos': 0.162, 'compound': 0.9418000000000001}",Breathe Again,0.9,Toni Braxton,21,13
"When it's love you give
I'll be a man of good faith
then in love you live.
I'll make a stand. I won't break
I'll be the rock you can build on,
be there when you're old,
to have and to hold.

When there's love inside
I swear I'll always be strong
then there's a reason why.
I'll prove to you we belong
I'll be the wall that protects you
from the wind and the rain,
from the hurt and pain.

Let's make it all for one and all for love.
Let the one you hold be the one you want,
The one you need,
Cause when it's all for one it's one for all.
When there's someone that should know
Then just let your feelings show
And make it all for one and all for love.

When it's love you make
I'll be the fire in your night.
When it's love you take.
I will defend, I will fight
I'll be there when you need me.
And honor's at stake,
This vow I will make

That it's all for one and all for love.
Let the one you hold be the one you want,
The one you need.
Cause when it's all for one it's one for all.
When there's someone that should know
Then just let your feelings show
And make it all for one and all for love.

Don't lay our love to rest
Cause we can stand up to the test.
We got everything, that and more
Then we had planned,
More than the rivers that run the land.
We've got it all, in our hands.

Now it's all for one and all for love.
Let the one you hold be the one you want
The one you need,
Cause when it's all for one it's one for all.
When there's someone that should know
then just let your feelings show.
When there's someone that you want,
when there's someone that you need
Let's make it all, all for one and all for love.","['blues rock', 'british', 'easy listening soundtracks and musicals', 'english', 'folk rock', 'pop', 'pop rock', 'pop/rock', 'rock', 'roots rock', 'standards', 'uk']",384.3,8,1994,4.4,107.69,338,51,"{'neg': 0.026000000000000002, 'neu': 0.859, 'pos': 0.115, 'compound': 0.9876}",All For Love,-0.30000000000000004,"Bryan Adams, Rod Stewart and Sting",10,13
"She leads a lonely life
She leads a lonely life

When she woke up late in the morninglight
And the day had just begun
She opened up her eyes and thought:
""Oh, what a morning""

It's not a day for work, ah
It's a day for catching tan
Just laying on the beach and having fun
She's going to get you

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants

All that she wants

So if you are in sight and the day is right
She's a hunter, you're the fox
The gentle voice that talks to you
Won't talk forever

It is a night for passion
But the morning means goodbye
Beware of what is flashing in her eyes
She's going to get you

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

Ohohoho

Ohohoho

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheaheah

All that she wants
All that she wants","['adult contemporary', 'dance-pop', 'electronic', 'eurodance', 'european', 'europop', 'pop', 'pop reggae', 'swedish']",306.0,9,1994,4.4,90.77,244,40,"{'neg': 0.02, 'neu': 0.9420000000000001, 'pos': 0.037, 'compound': 0.6369}",All That She Wants,2.1,Ace Of Base,16,34
"I will survive without you

Don't tell me that you wanna leave

If you wanna leave
I won't beg you to stay
And if you gotta go, darling
Maybe it's better that way

I'm gonna be strong, I'm gonna do fine
Don't worry about this heart of mine

Just walk out that door
Yeah, see if I care
Go on and go now, but

Don't turn around
'Cause you're gonna see my heart breaking
Don't turn around
I don't want you seeing me cry

Just walk away
It's tearing me apart that you're leaving
I'm letting you go
But I won't let you know

I won't let you know

I won't miss your arms around me
Holding me tight (Holding me tight)
If you ever think about me
Just know that I'll be alright (I'll be alright)

I'm gonna be strong, I'm gonna do fine
Don't worry about this heart of mine

I know I'll survive
Sure I'll make it through
And I'll even learn to live without you

Don't turn around
'Cause you're gonna see my heart breaking
Don't turn around
I don't want you seeing me cry

Just walk away
It's tearing me apart that you're leaving
I'm letting you go
But I won't let you know

I wish I could scream out loud that I love you
I wish I could say to you: ""Don't go""

As he walks away he feels the pain getting strong
People in your life they don't know what's going on
Too proud to turn around
He's gone

Don't turn around
'Cause you're gonna see my heart breaking
Don't turn around
I don't want you seeing me cry

Just walk away
It's tearing me apart that you're leaving
I'm letting you go

Baby, don't turn around!
Ohohoho
Don't turn around
Ohohoho

Just walk away
Ohohoho
It's tearing me apart that you're leaving
I'm letting you go

Don't turn around!
Ohohoho
Don't turn around
Ohohoho

Just walk away
Ohohoho","['adult contemporary', 'dance-pop', 'electronic', 'eurodance', 'european', 'europop', 'pop', 'pop reggae', 'swedish']",393.3,10,1994,4.0,100.24,326,57,"{'neg': 0.074, 'neu': 0.781, 'pos': 0.145, 'compound': 0.9767}",Don't Turn Around,0.5,Ace Of Base,20,48
"My mind's telling me no
But my body, my body's telling me yes
Baby, I don't want to hurt nobody
But there is something that I must confess to you

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, ba-baby
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, hey

Lookee here, see I know just what you want
And I know just what you need, girl
So baby bring your body to me, bring your body here
I'm not fooling around with you
Baby, my love is true
With you is where I wanna be

Girl you need someone, someone like me, yeah
To satisfy your every need

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, baby baby, I do't see
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, bump n' grind, baby hey

You say he's not treating you right
Lady, spend the night
I'll love you like you need to be loved
Girl, want you try some of me

No need to look no more
Because I opened up my doors
You'll never, you'll never want another lover
Baby, you'll never find another me

You see you need someone, someone like me, baby
To make love to you baby constantly

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, grind oh
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, baby baby alright

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, I don't see, I don't see nothin' wrong
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, nothin' wrong, nothin' wrong, nothin' wrong
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, come on, come on","['american', 'contemporary r&b', 'hip hop rnb and dance hall', 'hip-hop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rnb', 'soul']",387.0,11,1994,5.2,97.2,336,40,"{'neg': 0.17200000000000001, 'neu': 0.712, 'pos': 0.116, 'compound': -0.729}",Bump N' Grind,1.7000000000000002,R. Kelly,24,16
