lyrics,tags,num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,sentiment,title,f_k_grade,artist,difficult_words,num_dupes
"Never made it as a wise man
I couldn't cut it as a poor man stealin'
Tired of livin' like a blind man
I'm sick inside without a sense of feelin'
And this is how you remind me
This is how you remind me of what I really am
This is how you remind me of what I really am

It's not like you to say sorry
I was waitin' on a different story
This time I'm mistaken
For handing you a heart worth breakin'

And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head scream
Are we having fun yet?
Yet? Yet? Yet? No, no
Yet? Yet? Yet? No, no

It's not like you didn't know that
I said I love you and I swear I still do
And it must have been so bad
'Cause living with me must have damn near killed you
And this is how you remind me of what I really am
This is how you remind me of what I really am

It's not like you to say sorry
I was waitin' on a different story
This time I'm mistaken
For handing you a heart worth breakin'

And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head scream
Are we having fun yet?
Yet? Yet? Yet? No, no
Yet? Yet? Yet? No, no
Yet? Yet? Yet? No, no
Yet? Yet? Yet? No, no

Never made it as a wise man
I couldn't cut it as a poor man stealin'
And this is how you remind me
This is how you remind me
This is how you remind me of what I really am
This is how you remind me of what I really am

It's not like you to say sorry
I was waitin' on a different story
This time I'm mistaken
For handing you a heart worth breakin'

And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head scream
Are we having fun yet?
Yet? Yet? Are we havin' fun yet?
Yet? Yet? Are we havin' fun yet?
Yet? Yet? Are we havin' fun yet?
Yet? Yet? No, no","['alternative rock', 'canadian', 'death metal', 'electropop', 'funk rock', 'hard rock', 'music_for_people_who_dislike_music', 'pop and chart', 'pop rock', 'post-grunge', 'rock']",435.6,1,2002,5.2,97.2,377,46,"{'neg': 0.203, 'neu': 0.678, 'pos': 0.11900000000000001, 'compound': -0.9827}",How You Remind Me,1.7000000000000002,Nickelback,13,37
"Ashanti
Ashanti

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

Baby, I don't know why
You're treating me so bad (treating me so bad)
You said you love me, no one above me
And I was all you had

And though my heart is beatin' for ya
I can't stop crying
I don't know how
I allow you to treat me this way and still I stay 

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

Baby, I don't know why
Ya wanna do me wrong (do me wrong)
See when I'm home, I'm all alone 
And you are always gone (always gone)

And boy, you know I really love you 
I can't deny 
I can't see how you could bring me to so many tears 
After all these years 

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

Ohh
I trusted you, I trusted you
So sad, so sad 
What love will make you do 

All the things that we accept 
Be the things that we regret 
To all of my ladies (ladies)
Feel me, c'mon sing with me

See, when I get the strength to leave 
You always tell me that you need me
And I'm weak 'cause I believe you
And I'm mad because I love you

So I stop and think that maybe
You can learn to 'preciate me
Then it all remains the same that
You ain't never gonna change
(Never gonna change, never gonna change)

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

See my days are cold without you
But I'm hurtin' while I'm with you
And though my heart can't take no more
I keep on running back to you

Baby, why you hurt me?
Leave me and desert me 
Boy, I gave you all my heart
And all you did was tear it up

Looking out my window
Knowing that I should go
Even when I pack my bags
This something always hold me back","['hip hop', 'hip hop rnb and dance hall', 'r&b']",558.0,2,2002,4.4,107.69,493,72,"{'neg': 0.067, 'neu': 0.8240000000000001, 'pos': 0.109, 'compound': 0.9580000000000001}",Foolish,-0.30000000000000004,Ashanti,21,47
"So lately, been wondering
Who will be there to take my place?
When I'm gone you'll need love
To light the shadows on your face

If a great wave shall fall
And fall upon us all
Then between the sand and stone
Could you make it on your own?

If I could then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

And maybe I'll find out
A way to make it back someday
To watch you, to guide you
Through the darkest of your days

If a great wave shall fall
And fall upon us all
Then I hope there's someone out there, oh
Who can bring me back to you

If I could then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

Run away with my heart
Run away with my hope
Run away with my love

I know now just quite how
My life and love my still go on
In your heart, in your mind
I'll stay with you for all of time

If I could then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

If I could turn back time
I'll go wherever you will go
If I could make you mine
I'll go wherever you will go

I'll go wherever you will go","['alternative rock', 'pop rock', 'rock and indie']",272.7,5,2002,4.4,107.69,244,40,"{'neg': 0.037, 'neu': 0.858, 'pos': 0.105, 'compound': 0.966}",Wherever You Will Go,-0.30000000000000004,Calling,7,23
"Making my way downtown
Walking fast, faces pass and I'm homebound
Staring blankly ahead
Just making my way
Making a way through the crowd

And I need you
And I miss you
And now I wonder

If I could fall into the sky
Do you think time would pass me by?
'Cause you know I'd walk a thousand miles
If I could just see you tonight

It's always times like these 
When I think of you
And wonder if you ever think of me 
'Cause everything's so wrong and I don't belong
Living in your precious memory

'Cause I need you
And I miss you
And now I wonder

If I could fall into the sky
Do you think time would pass me by?
'Cause you know I'd walk a thousand miles
If I could just see you tonight

And I, I don't wanna let you know
I, I drown in your memory
I, I don't wanna let this go
I, I don't

Making my way downtown
Walking fast, faces pass and I'm homebound
Staring blankly ahead, just making my way
Making a way through the crowd

And I still need you
And I still miss you
And now I wonder

If I could fall into the sky
Do you think time would pass us by?
'Cause you know I'd walk a thousand miles 
If I could just see you, oh, oh

If I could fall into the sky
Do you think time would pass me by?
'Cause you know I'd walk a thousand miles
If I could just see you
If I could just hold you tonight","['american', 'piano pop', 'pop', 'pop rock', 'rock']",302.4,6,2002,4.4,107.69,268,44,"{'neg': 0.054, 'neu': 0.922, 'pos': 0.025, 'compound': -0.7392000000000001}",A Thousand Miles,-0.30000000000000004,Vanessa Carlton,20,23
"(It starts with one)
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind; I designed this rhyme
To explain, in due time
All I know; time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away, it's so unreal

Didn't look out below
Watched the time go right out the window
Trying to hold on, but didn't even know
I wasted it all just to watch you go
I kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be
A memory of a time when

I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter

One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind; I designed this rhyme
To remind myself how I tried so hard
In spite of the way you were mocking me
Acting like I was part of your property
Remembering all the times you fought with me
I'm surprised it got so (Far)

Things aren't the way they were before
You wouldn't even recognize me anymore
Not that you knew me back then
But it all comes back to me in the end
You kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be
A memory of a time when

I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter

I've put my trust in you, pushed as far as I can go
For all this, there's only one thing you should know
I've put my trust in you, pushed as far as I can go
For all this, there's only one thing you should know

I tried so hard and got so far
But in the end, it doesn't even matter
I had to fall to lose it all
But in the end, it doesn't even matter","['alternative metal', 'alternative rock', 'american', 'américain', 'hip hop', 'industrial rock', 'metal', 'new metal', 'nu metal', 'nu-metal', 'pop rock', 'rap metal', 'rap rock', 'rapcore', 'rock', 'rock and indie', 'roxette', 'united states', 'usa']",439.2,7,2002,4.800000000000001,98.21,381,49,"{'neg': 0.10300000000000001, 'neu': 0.846, 'pos': 0.051000000000000004, 'compound': -0.8469}",In the End,1.3,Linkin Park,26,23
"Fat Joe:
Put the fuckin mic on..
Mic is on?  Joe Crack the Don, uh!
Uh.. Irv Gotti!

Ashanti: What's love?

Fat Joe:
Ashanti, Terror.. Terror Squad
It should be about us, be about trust

Ashanti (Ja Rule):
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?

Fat Joe:
Yeah, uh, uh, uh
Woo! Yeah, slow down baby
Let you know from the gate I don't go down lady
I wanna chick with thick hips that licks her lips
She can be the office type or like to strip
Girl you get me aroused how you look in my eye
But you talk too much, man you're ruinin my high
Don't wanna lose the feelin cause, the roof is chillin
It's on fire and you lookin good for the gettin
I'ma, rider, whether in a hoodie or a linen
A provider; you should see the jewelery on my women
And I'm, livin it up, the Squad stay fillin the truck
With chicks that's willin to triz with us, uh
You say you gotta man and you're in love
But what's love gotta do with a little menage?
After the par-tay, me and you
Could just slide for a few and she could come too
That's love!

Ashanti (Ja Rule):
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?

Fat Joe:
Yeah, uh - yeah.. yo, uh, yo
Mami I know you got issues; you gotta man
but you need to understand that you got somethin with you
Ass is fat, frame is little
Tattoo on your chest with his name in the middle, uh
I'm not a hater I just crush a lot
And the way you shake your booty I don't want you to stop
You need to come a little closer.. (come a little closer)
And let me put you, under my arms like a Don is supposed ta
Please believe, you leave with me
We be freakin all night like we was on E
You need to trust the God and jump in the car
For a little heartache at the Taj Mahal
What's love?

Ashanti (Ja Rule):
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?

Fat Joe:
Yeah, uh, yo
Yo I stroll in the club with my hat down
Michael Jack style, hot steppin who the mack now?
Not my fault cause they love the kid
Might be the chain or the whip, I don't know what it is
We just party and bullshit; c'mon mami
put your body in motion, you got a nigga open
You came here with the heart to cheat
So you need to sing the song with me
All my ladies come on

Ashanti (Fat Joe):
When I look in your eyes there's no stoppin me
I want the Don Joey Crack on top of me (uh-huh)
Don't want your stacks just break my back (yea)
Gonna cut you no slack, cause I'm on it like that (uh, woo, uh)
Come on (yea yea y'all)
and put it all (yea yea y'all) on me (put it on ya girl)
on me (I'ma put it on ya girl)

Ashanti (Ja Rule):
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?

Ashanti (Ja Rule):
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust babe
What's love?",['hip hop rnb and dance hall'],832.5,8,2002,5.6,104.64,726,80,"{'neg': 0.044, 'neu': 0.731, 'pos': 0.225, 'compound': 0.9995}",What's Luv?,0.9,Fat Joe,59,40
"Oh, no, no, no, no
No, no, no, no

When you feel it in your body
You found somebody who makes you change your ways
Like hanging with your crew
Said you act like you're ready
But you don't really know
And everything in your past, you wanna let it go

I've been there, done it, humped around
After all that, this is what I found 
Nobody wants to be alone
If you're touched by the words in this song, then baby

U got, u got it bad
When you're on the phone
Hang up and you call right back
U got, u got it bad
If you miss a day without your friend
Your whole life's off track

You know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
U got it bad when you're out with someone
But you keep on thinkin' bout somebody else
U got it bad

When you say that you love 'em and you really know
Everything that used to matter, don't matter no more
Like my money, all my cars (you can have it all back)
Flowers, cards and candy (I do it just cause I'm-)

Said I'm fortunate to have you girl
I want you to know, I really adore you
All my people who know what's going on
Look at your mate, help me sing my song

Tell her I'm your man, you're my girl
I'm gonna tell it to the whole wide world
Ladies say I'm you girl, you're my man
Promise to love you the best I can

I've been there, done it, humped around
After all that, this is what I found 
Everyone of y'all are just like me
It's too bad that you can't see
That you got it bad, hey

U got, u got it bad
When you're on the phone
Hang up and you call right back
U got, u got it bad
If you miss a day without your friend
Your whole life's off track

You know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
(Look at yourself)
U got it bad when you're out with someone
But you keep on thinkin' bout somebody else
U got it bad

U got, u got it bad
When you're on the phone
Hang up and you call right back
U got, u got it bad
If you miss a day without your friend
Your whole life's off track

You know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
U got it bad when you're out with someone
But you keep on thinkin' bout somebody else
U got it bad",['hip hop rnb and dance hall'],536.4,9,2002,4.800000000000001,106.67,468,63,"{'neg': 0.201, 'neu': 0.723, 'pos': 0.075, 'compound': -0.9961000000000001}",U Got it Bad,0.1,Usher,27,36
"Everything's so blurry
And everyone's so fake
And everybody's empty
And everything is so messed up

Preoccupied without you
I cannot live at all
My whole world surrounds you
I stumble, then I crawl

You could be my someone
You could be my scene
You know that I'll protect you
From all of the obscene

I wonder what you're doin'
Imagine where you are
There's oceans in between us
But that's not very far

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face

Everyone is changing
There's no one left that's real
So make up your own ending
And let me know just how you feel

'Cause I am lost without you
I cannot live at all
My whole world surrounds you
I stumble, then I crawl

You could be my someone
You could be my scene
You know that I will save you
From all of the unclean

I wonder what you're doing
I wonder where you are
There's oceans in between us
But that's not very far

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me

Oh, nobody told me what you thought
Nobody told me what to say
Everyone showed you where to turn
Told you when to run away

Nobody told you where to hide
Nobody told you what to say
Everyone showed you where to turn
Showed you when to run away

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me

Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me

No!
This pain you gave to me
This pain you gave to me

Can you take it all?
Take it all away
This pain you gave to me
Take it all away
This pain you gave to me
Take it all away
This pain you gave to me","['alternative rock', 'pop and chart', 'post grunge']",492.3,10,2002,4.0,100.24,401,72,"{'neg': 0.125, 'neu': 0.8320000000000001, 'pos': 0.042, 'compound': -0.9895}",Blurry,0.5,Puddle Of Mudd,24,51
"Uh huh
Life's like this
Uh huh, uh huh
That's the way it is
'Cause life's like this
Uh huh, uh huh
That's the way it is

Chill out, what you yellin' for?
Lay back, it's all been done before
And if you could only let it be
You will see
I like you the way you are
When we're drivin' in your car
And you're talkin' to me one-on-one
But you become

Somebody else 'round everyone else
You're watchin' your back like you can't relax
You're tryin' to be cool, you look like a fool to me

Tell me
Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else 
Gets me frustrated
Life's like this you
You fall and you crawl and you break 
And you take what you get and you turn it into 
Honesty, promise me I'm never gonna find you fake it
No, no, no

You come over unannounced
Dressed up like you're somethin' else
Where you are and where it's at, you see
You're making me
Laugh out when you strike your pose
Take off all your preppy clothes
You know you're not foolin' anyone 
When you become

Somebody else 'round everyone else
You're watchin' your back like you can't relax
You're tryin' to be cool, you look like a fool to me

Tell me
Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else 
Gets me frustrated
Life's like this you
You fall and you crawl and you break 
And you take what you get and you turn it into 
Honesty, promise me I'm never gonna find you fake it
No, no, no...

Chill out, what you yellin' for?
Lay back, it's all been done before
And if you could only let it be
You will see

Somebody else 'round everyone else
You're watchin' your back like you can't relax
You're tryin' to be cool, you look like a fool to me

Tell me
Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else 
Gets me frustrated
Life's like this you
You fall and you crawl and you break 
And you take what you get and you turn it into 
Honesty, promise me I'm never gonna find you fake it
No, no

Why'd you have to go and make things so complicated?
I see the way you're acting like you're somebody else 
Gets me frustrated
Life's like this you
You fall and you crawl and you break 
And you take what you get and you turn it into 
Honesty, promise me I'm never gonna find you fake it
No, no, no","['alternative rock', 'bubblegum punk', 'mall punk', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'teen pop', 'teen punk']",590.4,11,2002,4.4,90.77,457,66,"{'neg': 0.122, 'neu': 0.733, 'pos': 0.146, 'compound': 0.901}",Complicated,2.1,Avril Lavigne,22,45
"Oh yeah
I'm not always there when you call (Buckshots, hah), but I'm always on time
Gave you my all, baby be mine
Always there when you call, always on time
Gave you my all, baby

Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine

C'mon and get a piece of this late-night lover
You know, the one that swing dick like no other (shit)
I know I got a lot of things I need to explain
But baby, you know the game and love is about pain

So, stop the complaints and drop the order restraints
Our sex life's a game so bat me down in the paint
'Cause I can't wait no more
'Cause it's about a quarter-past three and shorty's eyein' me

I got the Bentley valeted
And I'm just outside of Jersey, past the Palisades
And I love to see that ass in Gucci shades
Hold down on the bed while I'm yankin' your braids

Thug style, you never thought I'd make you smile
While I'm smackin' your ass and fuckin' you all wild
But we share somethin' so rare
But who cares, you care 

Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine

Girl, get a grip, c'mon, pull it together
It's only a sunshower, we been through worse weather
Like the stormy nights you wrote a ""Dear Ja"" letter
And took my Benz and keyed and cut the leather

Bitch, you know better, we live M-O-B
Money Over Bitches, Murder, I-N-C
I got two or three hoes for every V
And I keep 'em drugged up off that ecstasy

I'm a playground legend like Kirk with Pee-Wee
Name a nigga in the league got more game than me
I play hard, there's so many women I fathered
Meet 'em with scars and send 'em home hot and bothered

Truth or dare, this life ain't apparently fair
And a love with no glare is a crystal stare
But we share somethin' so rare
But who cares, you care

Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine

Oh I'm feelin' like ya livin' a double life
'Cause you don't be comin' home sometimes
Baby, but you're always, on time 
Checkin' for one time

You and I got a special bond together
We go back like bombers, boo, in the coldest weather
And when I play you play the same way you freak me, baby
I fuck you crazy, then I'm gone

Baby don't really want me to get up and leave off that easy
She'll be wakin up wet for sheezy
Remind these bitches to mind they business
Believe me, this pimp game is very religious

And I'm built like the Don Bishop
Gon' keep this money-green Benz and my hoes as my witness
The life we share is a thug affair
But who cares, you care

Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby be mine

Always there when you call, I'm always on time
Gave you my all, baby be mine
Always there when you call,  I'm always on time
Gave you my all, baby, be mine

Here at W-I and Z we play nuthin' but da hits
Nuthin' but da hits
Nuthin' but da motha fuckin hits...","['hip hop', 'hip hop rnb and dance hall']",838.8,12,2002,5.6,96.18,678,75,"{'neg': 0.111, 'neu': 0.743, 'pos': 0.146, 'compound': 0.9835}",Always on Time,2.1,Ja Rule,74,33
