lyrics,tags,num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,sentiment,title,f_k_grade,artist,difficult_words,num_dupes
"Oh yeah, I tell you something
I think you'll understand
When I say that something
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand

Oh, please say to me
You'll let me be your man
And please, say to me
You'll let me hold your hand
You'll let me hold your hand
I wanna hold your hand

And when I touch you, I feel happy inside
It's such a feeling that my love 
I can't hide
I can't hide
I can't hide

Yeah, you got that something
I think you'll understand
When I say that something
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand

And when I touch you, I feel happy inside
It's such a feeling that my love
I can't hide
I can't hide
I can't hide

Yeah, you got that something
I think you'll understand
When I feel that something
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand
I wanna hold your hand","['1', '60s', '80s', 'a filk artist', 'adult alternative pop rock', 'art pop', 'art rock', 'bbc', 'beat music', 'blues rock', 'boys band', 'british', 'british invasion', 'british psychedelia', 'british rhythm & blues', 'britpop', 'classic pop and rock', 'classical pop', 'english', 'experimental', 'folk pop', 'folk rock', 'folk-rock', 'hair metal', 'hard rock', 'heavy metal', 'indie rock', 'instrumental pop', 'liverpool', 'male vocalists', 'merseybeat', 'one beatles', 'orchestral', 'orchestral pop', 'overrated', 'parlophone', 'pop', 'pop rock', 'pop-metal', 'pop-rock', 'pop/rock', 'progressive rock', 'psychedelic', 'psychedelic pop', 'psychedelic rock', 'rhythm & blues', 'rock', 'rock & roll', 'rock and roll', 'rock roll', 'singer songwriter', 'sunshine pop', 'the-beatles', 'tribute albums', 'uk', 'united kingdom']",200.7,1,1964,4.0,108.7,176,35,"{'neg': 0.019, 'neu': 0.592, 'pos': 0.389, 'compound': 0.9966}",I Want To Hold Your Hand,-0.7000000000000001,Beatles,5,25
"She loved you, yeah, yeah, yeah
She loved you, yeah, yeah, yeah
She loved you, yeah, yeah, yeah, yeah

You think you've lost your love
Well, I saw her yesterday
It's you she's thinking of
And she told me what to say

She said she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad

She said you hurt her so
She almost lost her mind
But now she says she knows
You're not the hurting kind

She said she loves you
And you know that can't be bad
Yes, she loves you
And you know you should be glad
Ooh

She loved you, yeah, yeah, yeah
She loved you, yeah, yeah, yeah
And with a love like that
You know you should be glad

You know it's up to you
I think it's only fair
Pride can hurt you too
Apologize to her

Because she loves you
And you know that can't be bad
She loves you
And you know you should be glad
Ooh

She loved you, yeah, yeah, yeah
She loved you, yeah, yeah, yeah
With a love like that
You know you should be glad

With a love like that
You know you should be glad
With a love like that
You know you should be glad

Yeah, yeah, yeah
Yeah, yeah, yeah, yeah","['1', '60s', '80s', 'a filk artist', 'adult alternative pop rock', 'art pop', 'art rock', 'bbc', 'beat music', 'blues rock', 'boys band', 'british', 'british invasion', 'british psychedelia', 'british rhythm & blues', 'britpop', 'classic pop and rock', 'classical pop', 'english', 'experimental', 'folk pop', 'folk rock', 'folk-rock', 'hair metal', 'hard rock', 'heavy metal', 'indie rock', 'instrumental pop', 'liverpool', 'male vocalists', 'merseybeat', 'one beatles', 'orchestral', 'orchestral pop', 'overrated', 'parlophone', 'pop', 'pop rock', 'pop-metal', 'pop-rock', 'pop/rock', 'progressive rock', 'psychedelic', 'psychedelic pop', 'psychedelic rock', 'rhythm & blues', 'rock', 'rock & roll', 'rock and roll', 'rock roll', 'singer songwriter', 'sunshine pop', 'the-beatles', 'tribute albums', 'uk', 'united kingdom']",238.5,2,1964,4.0,117.16,228,41,"{'neg': 0.053, 'neu': 0.423, 'pos': 0.524, 'compound': 0.9993000000000001}",She Loves You,-1.8,Beatles,7,26
"Hello Dolly!
This is Louis, Dolly
It's so nice to have you back where you belong

You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin', you're still crowin', you're still goin' strong

I feel that room swayin'
While the band's playin'
One of your old favorite songs from way back when

So take her wrap, fellas
Find her an empty lap, fellas
Dolly'll never go away again

Hello, Dolly!
Well, hello, Dolly
It's so nice to have you back where you belong

I feel that room swayin'
While the band's playin'
One of our old favorite songs from way back when

So golly gee, fellas
Have a little faith in me, fellas
Dolly'll never go away
Fellas, she'll never go away
Dolly'll never go away again","['aa0003000', 'american', 'classic pop and rock', 'death by heart attack', 'dixieland', 'gospel', 'jazz', 'pop', 'sm', 'swing', 'traditional pop', 'vocal jazz']",166.5,3,1964,4.4,90.77,128,21,"{'neg': 0.013000000000000001, 'neu': 0.8310000000000001, 'pos': 0.156, 'compound': 0.9634}","Hello, Dolly!",2.1,Louis Armstrong,16,9
"Pretty woman, walking down the street
Pretty woman, the kind I like to meet
Pretty woman
I don't believe you, you're not the truth
No one could look as good as you
Mercy

Pretty woman, won't you pardon me?
Pretty woman, I couldn't help but see
Pretty woman
That you look lovely as can be
Are you lonely just like me?
Wow

Pretty woman, stop a while
Pretty woman, talk a while
Pretty woman, give your smile to me
Pretty woman, yeah, yeah, yeah
Pretty woman, look my way
Pretty woman, say you'll stay with me

'Cause I need you
I'll treat you right
Come with me, baby
Be mine tonight

Pretty woman, don't walk on by
Pretty woman, don't make me cry
Pretty woman, don't walk away, hey, okay
If that's the way it must be, okay
I guess I'll go on home, it's late
There'll be tomorrow night, but wait
What do I see?

Is she walking back to me?
Yeah, she's walking back to me
Oh, oh, pretty woman","['american', 'baroque pop', 'classic pop and rock', 'country pop', 'death by heart attack', 'pop', 'pop rock', 'rock', 'rock & roll', 'rockabilly']",214.2,4,1964,4.4,99.23,172,28,"{'neg': 0.044, 'neu': 0.519, 'pos': 0.438, 'compound': 0.9984000000000001}","Oh, Pretty Woman",0.9,Roy Orbison,11,5
"Round round, get around
I get around
Yeah
(Get around round round, I get around)
I get around
(Get around round round, I get around)
My kinda town
(Get around round round, I get around)
I'm a real cool head
(Get around round round, I get around)
I'm makin' real good bread

I'm gettin' bugged driving up and down the same old strip
I gotta find a new place where the kids are hip

My buddies and me are gettin' real well known
Yeah, the bad guys know us and they leave us alone

I get around
(Get around round round, I get around)
My kinda town
(Get around round round, I get around)
I'm a real cool head
(Get around round round, I get around)
I'm makin' real good bread
(Get around round round, I get around)
I get around, round
Get around round round
Wa-wa-ooh, wa-wa-ooh, wa-wa-ooh

We always take my car 'cause it's never been beat
And we've never missed yet with the girls we meet

None of the guys go steady 'cause it wouldn't be right
To leave their best girl home on a Saturday night

I get around
(Get around round round, I get around)
My kinda town
(Get around round round, I get around)
I'm a real cool head
(Get around round round, I get around)
I'm makin' real good bread
(Get around round round, I get around)
I get around, round
Ooh, ooh

Round round, get around
I get around
Yeah
(Get around round round, I get around)

(Get around round round, I get around)
(Get around round round, I get around)
(Get around round round, I get around)
(Get around round round, I get around)

(Get around round round, I get around)
(Get around round round, I get around)
(Get around round round, I get around)
(Get around round round, I get around)","['american', 'américain', 'b7005bb9-fcd9-4d06-8c39-c5ef11275ef1', 'baroque pop', 'classic pop and rock', 'pop', 'pop rock', 'pop/rock', 'psychedelic pop', 'psychedelic rock', 'rock', 'rock and roll', 'sunshine pop', 'surf', 'surf rock', 'today', 'usa']",360.0,5,1964,4.4,99.23,311,49,"{'neg': 0.026000000000000002, 'neu': 0.872, 'pos': 0.10200000000000001, 'compound': 0.9661000000000001}",I Get Around,0.9,Beach Boys,17,41
"Everybody loves somebody sometime
Everybody falls in love somehow
Something in your kiss just told me
My sometime is now

Everybody finds somebody someplace
Theres no tellin' where love may appear
Something in my heart keeps sayin'
My someplace is here

If I had it in my power
I'd arrange for every girl to have your charm
Then every minute every hour
Every boy would find what I found in your arms

Everybody loves somebody sometime
And although my dream was overdue
Your love made it well worth waiting
For someone like you

(If I had it in my power)
I'd arrange for every girl to have your charm
(Then every minute every hour)
Every boy would find what I found in your arms

Everybody loves somebody sometime
And although my dream was overdue
Your love made it well worth waiting
For someone like you
(Everybody loves somebody sometime)","['american', 'big band', 'christmas music', 'classic pop and rock', 'country pop', 'pop', 'standards', 'traditional pop', 'vocal jazz']",243.9,6,1964,4.0,66.4,149,25,"{'neg': 0.012, 'neu': 0.679, 'pos': 0.309, 'compound': 0.9944000000000001}",Everybody Loves Somebody,5.2,Dean Martin,18,11
"Nothing you can say can tear me away
From my guy
Nothing you could do, 'cause I'm stuck like glue
To my guy

I'm sticking to my guy like a stamp to a letter
Like birds of a feather we stick together
I'm tellin' you from the start
I can't be torn apart from my guy

Nothing you could do could make me be untrue
To my guy  (my guy)
Nothing you could buy could make me tell a lie
To my guy (my guy)

I gave my guy my word of honor
To be faithful and I'm gonna
You'd best be believing
I won't be deceiving my guy

As a matter of opinion, I think he's tops
My opinion is he's the cream of the crop
As a matter of taste to be exact
He's my ideal as a matter of fact

No muscle bound man could take my hand
From my guy (my guy)
No handsome face could ever take the place
Of my guy (my guy)

He may not be a movie star
But when it comes to being happy, we are
There's not a man today who can take me away
From my guy

No muscle bound man could take my hand
From my guy  (my guy)
No handsome face cCould ever take the place
Of my guy (my guy)

He may not be a movie star
But when it comes to being happy, we are
There's not a man today who can take me away
From my guy (what'cha say?)

There's not a man today who could take me away
From my guy (Tell me more!)
There's not a man today who could take me away
From my guy","['death by laryngeal cancer', 'death by pneumonia', 'rock and indie']",326.7,7,1964,4.800000000000001,98.21,284,40,"{'neg': 0.035, 'neu': 0.794, 'pos': 0.17, 'compound': 0.9901000000000001}",My Guy,1.3,Mary Wells,20,16
"Baby, baby
Baby, don't leave me
Ooh, please don't leave me
All by myself

I've got this burning, burning
Yearning feelin' inside me
Ooh, deep inside me
And it hurts so bad

You came into my heart
So tenderly
With a burning love
That stings like a bee

Now that I surrender
So helplessly
You now wanna leave
Ooh, you wanna leave me

Ooh, baby, baby
Where did our love go?
Ooh, don't you want me
Don't you want me no more?
Ooh, baby

Baby, baby
Where did our love go?
And all your promises
Of a love forever more

I've got this burning, burning
Yearning feelin' inside me
Ooh, deep inside me
And it hurts so bad

Before you won my heart
You were a perfect guy
But now that you got me
You wanna leave me behind

Ooh, baby, baby
Baby, don't leave me
Ooh, please don't leave me
All by myself

Ooh, baby, baby
Where did our love go?
And all your promises
Of a love forever more",['classic pop and rock'],225.0,10,1964,3.6,92.8,171,36,"{'neg': 0.10400000000000001, 'neu': 0.619, 'pos': 0.277, 'compound': 0.9855}",Where Did Our Love Go,1.3,Supremes,18,22
"People
People who need people
Are the luckiest people in the world 
We're children, needing other children 
And yet letting a grown-up pride 
Hide all the need inside 
Acting more like children than children 
Lovers are very special people 
They're the luckiest people in the world 
With one person one very special person 
A feeling deep in your soul 
Says you were half now you're whole 
No more hunger and thirst 
But first be a person who needs people 
People who need people 
Are the luckiest people in the world 
With one person one very special person 
No more hunger and thirst 
But first be a person who needs people 
People who need people 
Are the luckiest people in the world","['adult contemporary', 'american', 'easy listening soundtracks and musicals', 'pop', 'showtunes', 'vocal', 'yentle']",166.5,11,1964,4.4,82.31,121,20,"{'neg': 0.073, 'neu': 0.6890000000000001, 'pos': 0.23800000000000002, 'compound': 0.9782000000000001}",People,3.3,Barbara Streisand,11,5
"It's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log

But when I get home to you
I find the things that you do
Will make me feel all right

You know I work all day
To get you money to buy you things
And it's worth it just to hear you say
You're gonna give me everything

So why on earth should I moan?
'Cause when I get you alone
You know I'll feel okay

When I'm home
Everything seems to be right
When I'm home
Feeling you holding me tight
Tight, yeah

It's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log

But when I get home to you
I find the things that you do
Will make me feel all right
Ow!

So why on earth should I moan?
'Cause when I get you alone
You know I feel okay

When I'm home
Everything seems to be right
When I'm home
Feeling you holding me tight
Tight, yeah

Ooh, it's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log

But when I get home to you
I find the things that you do
Will make me feel all right
You know, I feel all right
You know, I feel all right","['1', '60s', '80s', 'a filk artist', 'adult alternative pop rock', 'art pop', 'art rock', 'bbc', 'beat music', 'blues rock', 'boys band', 'british', 'british invasion', 'british psychedelia', 'british rhythm & blues', 'britpop', 'classic pop and rock', 'classical pop', 'english', 'experimental', 'folk pop', 'folk rock', 'folk-rock', 'hair metal', 'hard rock', 'heavy metal', 'indie rock', 'instrumental pop', 'liverpool', 'male vocalists', 'merseybeat', 'one beatles', 'orchestral', 'orchestral pop', 'overrated', 'parlophone', 'pop', 'pop rock', 'pop-metal', 'pop-rock', 'pop/rock', 'progressive rock', 'psychedelic', 'psychedelic pop', 'psychedelic rock', 'rhythm & blues', 'rock', 'rock & roll', 'rock and roll', 'rock roll', 'singer songwriter', 'sunshine pop', 'the-beatles', 'tribute albums', 'uk', 'united kingdom']",271.8,13,1964,4.4,107.69,252,41,"{'neg': 0.051000000000000004, 'neu': 0.8310000000000001, 'pos': 0.11800000000000001, 'compound': 0.9464}",A Hard Day's Night,-0.30000000000000004,Beatles,9,32
